country,sector,output_hat,price_hat,spending_hat
ARG,01T02,0.9824776199915196,0.9894238206728886,0.9888294225755447
ARG,03,0.9861604125937613,0.9895983895194778,0.9888294225755447
ARG,05T06,0.9856904169597687,0.9892119500362366,0.9888294225755447
ARG,07T08,0.9844205454887384,0.9892378766056409,0.9888294225755447
ARG,10T12,0.9851632383777862,0.9893982803299783,0.9888294225755447
ARG,13T15,0.9726498356090011,0.9883360436396761,0.9888294225755447
ARG,16,0.9802685147344139,0.9894161548030128,0.9888294225755447
ARG,17T18,0.9888519848803909,0.9896615698895757,0.9888294225755447
ARG,19,0.9932515163708037,0.9894402624176013,0.9888294225755447
ARG,20,0.9910946123951014,0.9905561828146183,0.9888294225755447
ARG,21,0.995385890749261,0.9903264165554986,0.9888294225755447
ARG,22,0.9855812071807067,0.990500798058584,0.9888294225755447
ARG,23,0.9864786535612013,0.9893388544288872,0.9888294225755447
ARG,24,0.9842135448616284,0.9902974182150752,0.9888294225755447
ARG,25,0.9818739094742551,0.9896065160597399,0.9888294225755447
ARG,26,0.9841483674304353,0.9879455664547673,0.9888294225755447
ARG,27,0.9802144235224098,0.9893318719135312,0.9888294225755447
ARG,28,0.992077264729453,0.9896546222804493,0.9888294225755447
ARG,29T30,0.9889728557645767,0.9896556523349999,0.9888294225755447
ARG,31T33,0.9859454274157434,0.9893527985495447,0.9888294225755447
ARG,35,0.9883259440700561,0.9895350033149887,0.9888294225755447
ARG,36T39,0.9887804631394689,0.9894579988920386,0.9888294225755447
ARG,41T43,0.988952314425505,0.9891944811246836,0.9888294225755447
ARG,45T47,0.9884357777131484,0.9893427732838517,0.9888294225755447
ARG,49,0.9883431954518375,0.989823027704854,0.9888294225755447
ARG,50,0.9799653541783941,0.9899970665288923,0.9888294225755447
ARG,51,0.9924076767012067,0.9917903467891918,0.9888294225755447
ARG,52,0.9881243930765594,0.9896109690965925,0.9888294225755447
ARG,53,1.0078895853025884,0.9897893498498248,0.9888294225755447
ARG,55T56,0.9924812744731603,0.9894649575742538,0.9888294225755447
ARG,58T60,1.0008240962663482,0.9905986646281365,0.9888294225755447
