country,sector,output_hat,price_hat,spending_hat
ARG,01T02,0.9975300819900713,1.008935588028218,1.0105380956427343
ARG,03,1.0050076201455436,1.0092063022880218,1.0105380956427343
ARG,05T06,0.9972659807973604,1.0086652860990295,1.0105380956427343
ARG,07T08,1.0004845909323306,1.0086687926131048,1.0105380956427343
ARG,10T12,1.0034159320137126,1.0089005772602633,1.0105380956427343
ARG,13T15,0.989143559860192,1.007735115016921,1.0105380956427343
ARG,16,0.9835524515489024,1.009022801011965,1.0105380956427343
ARG,17T18,1.0080352081414572,1.009340740018626,1.0105380956427343
ARG,19,1.0125378755609282,1.0089920126039236,1.0105380956427343
ARG,20,1.0100764776861895,1.010546230886775,1.0105380956427343
ARG,21,1.0169376824155743,1.0102659325552672,1.0105380956427343
ARG,22,1.0021130690751097,1.0104808116312607,1.0105380956427343
ARG,23,1.0061201799303108,1.0088468910629749,1.0105380956427343
ARG,24,0.9899729216701799,1.0101263556942424,1.0105380956427343
ARG,25,0.9934683969836238,1.0091969806422558,1.0105380956427343
ARG,26,1.002308016943242,1.0076189922221181,1.0105380956427343
ARG,27,1.00024813803947,1.0089902868797533,1.0105380956427343
ARG,28,1.0147074767374789,1.009513182318904,1.0105380956427343
ARG,29T30,1.0073141195068838,1.0094594516573883,1.0105380956427343
ARG,31T33,1.0039145511753982,1.008954545981889,1.0105380956427343
ARG,35,1.008175244468963,1.0091119869181522,1.0105380956427343
ARG,36T39,1.0091007879438478,1.0089938647663426,1.0105380956427343
ARG,41T43,1.010343812963256,1.0087109498921034,1.0105380956427343
ARG,45T47,1.0073816687511425,1.0088289133150306,1.0105380956427343
ARG,49,1.00707866737383,1.0095121714243336,1.0105380956427343
ARG,50,0.9955418821984607,1.009805658205087,1.0105380956427343
ARG,51,1.0090100499171444,1.012222563414957,1.0105380956427343
ARG,52,1.00683033851101,1.0092368837573702,1.0105380956427343
ARG,53,1.034192946670707,1.0094608064448674,1.0105380956427343
ARG,55T56,1.0127003277195665,1.0089963754353464,1.0105380956427343
ARG,58T60,1.0237074210471944,1.0105753352756606,1.0105380956427343
ARG,61,1.0183654425255289,1.0094275288817687,1.0105380956427343
ARG,62T63,1.0032282395800916,1.0101457897721515,1.0105380956427343
ARG,64T66,1.0170860297311504,1.0111071824854734,1.0105380956427343
ARG,68,1.0122141278193644,1.008321617560972,1.0105380956427343
ARG,69T75,1.0133267787482063,1.0098402682747576,1.0105380956427343
ARG,77T82,1.0100013435140331,1.0088141356378106,1.0105380956427343
ARG,84,1.0112169610672714,1.008872025470892,1.0105380956427343
ARG,85,1.0128136618097017,1.008515933834898,1.0105380956427343
ARG,86T88,1.0107969714620535,1.0087166176182532,1.0105380956427343
ARG,90T93,1.0116726993581873,1.009399878822202,1.0105380956427343
ARG,94T98,1.0109908519893445,1.009013908384657,1.0105380956427343
AUS,01T02,0.9905825724724309,1.0004084372015578,1.0007373330920712
AUS,03,0.9920781192043828,1.000785206038179,1.0007373330920712
AUS,05T06,0.9890262039633863,0.9996671744180263,1.0007373330920712
AUS,07T08,0.9787368819249841,1.0001219283742622,1.0007373330920712
AUS,10T12,0.9933359953859646,1.0004448999242763,1.0007373330920712
AUS,13T15,0.9687917288159842,0.9989752978075567,1.0007373330920712
AUS,16,0.9955693406064858,1.0001353388203735,1.0007373330920712
AUS,17T18,0.9981604424487566,1.0005199604646235,1.0007373330920712
AUS,19,1.0020333713140146,1.0002629050241658,1.0007373330920712
AUS,20,1.0139824860532645,1.00091927390716,1.0007373330920712
AUS,21,1.0015226805661452,1.0013607094241994,1.0007373330920712
AUS,22,0.9995712311498915,1.0017067093600818,1.0007373330920712
AUS,23,0.9970355793109398,1.000189178600975,1.0007373330920712
AUS,24,0.9513925414705656,1.0020567209100477,1.0007373330920712
AUS,25,0.9921055918538731,1.000505844138632,1.0007373330920712
AUS,26,0.9984387151630523,1.0007175341090633,1.0007373330920712
AUS,27,0.9999354268126133,1.0009362881915316,1.0007373330920712
AUS,28,1.0167785742785205,1.0015587172371025,1.0007373330920712
AUS,29T30,1.0128175154544905,1.0021468615356701,1.0007373330920712
AUS,31T33,0.9982165076741559,1.001815959966695,1.0007373330920712
AUS,35,0.9968788992476373,0.9995394190642592,1.0007373330920712
AUS,36T39,0.9999824592315514,0.9999024686355408,1.0007373330920712
AUS,41T43,0.9998482372027226,1.000106031921188,1.0007373330920712
AUS,45T47,1.0003369177232715,0.9998902474275291,1.0007373330920712
AUS,49,0.9982615750728133,1.000157588806492,1.0007373330920712
AUS,50,0.9966867319675404,0.9999944946101353,1.0007373330920712
AUS,51,1.0015023319241774,1.0016263872328097,1.0007373330920712
AUS,52,0.9981822728029052,0.999585760922804,1.0007373330920712
AUS,53,1.0024247856400863,1.0001731448375706,1.0007373330920712
AUS,55T56,1.0033855239529204,0.9999054201986816,1.0007373330920712
AUS,58T60,1.0277357067779591,1.0014065550907372,1.0007373330920712
AUS,61,1.003293359308854,1.0004177911034646,1.0007373330920712
AUS,62T63,1.003252129935744,0.9999056108522062,1.0007373330920712
AUS,64T66,1.0020150817306295,0.9993703099045079,1.0007373330920712
AUS,68,1.0008179832837691,0.9991642219606256,1.0007373330920712
AUS,69T75,1.003899835490701,0.9998802531626237,1.0007373330920712
AUS,77T82,1.00071497122103,0.9998397991036031,1.0007373330920712
AUS,84,1.000950858118188,0.9995348016764922,1.0007373330920712
AUS,85,0.9961284000649171,0.9994797368191383,1.0007373330920712
AUS,86T88,1.0007360611698115,0.9994276648532029,1.0007373330920712
AUS,90T93,1.0000234109933508,0.9998202708089984,1.0007373330920712
AUS,94T98,0.999669342430809,0.999488388071335,1.0007373330920712
AUT,01T02,1.0082061069279957,1.0119765021682952,1.0137192415358098
AUT,03,1.0152938122757005,1.012047924193254,1.0137192415358098
AUT,05T06,1.0063312472613724,1.0106466196305908,1.0137192415358098
AUT,07T08,1.0060872770995732,1.0120281812773873,1.0137192415358098
AUT,10T12,1.009827352602425,1.0121749577082364,1.0137192415358098
AUT,13T15,0.9872646688911211,1.010872968223579,1.0137192415358098
AUT,16,1.0053075580235733,1.0119379898667515,1.0137192415358098
AUT,17T18,1.0081100731009167,1.0121420615413521,1.0137192415358098
AUT,19,1.0176665213387037,1.0064324781200071,1.0137192415358098
AUT,20,1.0060018249260465,1.0125996022380173,1.0137192415358098
AUT,21,1.0316803441808426,1.0136867834142747,1.0137192415358098
AUT,22,1.0057638546278662,1.0123417898434135,1.0137192415358098
AUT,23,1.0066321372608211,1.0119286082878804,1.0137192415358098
AUT,24,1.0127183484752555,1.0119385183519827,1.0137192415358098
AUT,25,1.0006634719144794,1.0119362067949143,1.0137192415358098
AUT,26,1.012932996626624,1.0117018791574424,1.0137192415358098
AUT,27,1.0075333864126839,1.0118924568293761,1.0137192415358098
AUT,28,1.0116172939746977,1.0119683995979616,1.0137192415358098
AUT,29T30,1.0224300178497658,1.0126699119162326,1.0137192415358098
AUT,31T33,1.0096925538734354,1.0120778455100636,1.0137192415358098
AUT,35,1.0113811183551098,1.0102596794595076,1.0137192415358098
AUT,36T39,1.0119109240625055,1.0121027300988619,1.0137192415358098
AUT,41T43,1.0128643101731425,1.011992004807891,1.0137192415358098
AUT,45T47,1.0099968505921813,1.0122521686943213,1.0137192415358098
AUT,49,1.0060489231323007,1.011958947077568,1.0137192415358098
AUT,50,1.0035816360916046,1.0121647001613925,1.0137192415358098
AUT,51,1.0228367700459702,1.0120356314368002,1.0137192415358098
AUT,52,1.0065806011373417,1.0121126264079845,1.0137192415358098
AUT,53,1.0239816355254292,1.0156812189915736,1.0137192415358098
AUT,55T56,1.0132586249683468,1.012092251532618,1.0137192415358098
AUT,58T60,1.0245887954214397,1.013027275587595,1.0137192415358098
AUT,61,1.0147366349969256,1.0123792735132595,1.0137192415358098
AUT,62T63,1.0123275962853762,1.0123054655370123,1.0137192415358098
AUT,64T66,1.0144897272104907,1.0126362522249501,1.0137192415358098
AUT,68,1.0129839069462294,1.0120929300956152,1.0137192415358098
AUT,69T75,1.0136948430294668,1.0127451028569845,1.0137192415358098
AUT,77T82,1.012232614223327,1.0122204133484791,1.0137192415358098
AUT,84,1.0137382682673026,1.0122146343777612,1.0137192415358098
AUT,85,1.0141563903122022,1.0120315714110355,1.0137192415358098
AUT,86T88,1.0136014479085014,1.0125065803895799,1.0137192415358098
AUT,90T93,1.0129026749165926,1.012141590677124,1.0137192415358098
AUT,94T98,1.0131452516958015,1.0123168365875848,1.0137192415358098
BEL,01T02,1.0031650742354068,1.0137709183232497,1.0171727464104365
BEL,03,1.0202587556972396,1.0130397577267205,1.0171727464104365
BEL,05T06,1.0087150748052196,1.0148878866922038,1.0171727464104365
BEL,07T08,0.9887372946358013,1.0128536257884564,1.0171727464104365
BEL,10T12,1.006702720022333,1.0137070512537634,1.0171727464104365
BEL,13T15,0.9851333430541453,1.012775391763682,1.0171727464104365
BEL,16,1.0060910443598146,1.0137286098001592,1.0171727464104365
BEL,17T18,1.011259059873837,1.0139310664444143,1.0171727464104365
BEL,19,1.0148599867524513,1.0104399159639865,1.0171727464104365
BEL,20,1.0054887696859376,1.0143310519852455,1.0171727464104365
BEL,21,1.0221730743280366,1.01702701849045,1.0171727464104365
