country,sector,output_hat,price_hat,spending_hat
ARG,01T02,0.9800953479391826,0.9895387647807677,0.9890180798031448
ARG,03,0.9860973443052681,0.9897095819596005,0.9890180798031448
ARG,05T06,0.9824548026422227,0.9893642847552968,0.9890180798031448
ARG,07T08,0.9843274903390673,0.9893776167502268,0.9890180798031448
ARG,10T12,0.9840770143246695,0.9895225826941737,0.9890180798031448
ARG,13T15,0.9752461402603143,0.9887362985190943,0.9890180798031448
ARG,16,0.9786282701239072,0.9895607176767904,0.9890180798031448
ARG,17T18,0.9889274934508849,0.989771808047156,0.9890180798031448
ARG,19,0.9955442699913676,0.9895677489280843,0.9890180798031448
ARG,20,0.9941938998853778,0.990552666535714,0.9890180798031448
ARG,21,0.9971719410665786,0.9903608820259608,0.9890180798031448
ARG,22,0.9849830770544502,0.9905084370333354,0.9890180798031448
ARG,23,0.9860197148955284,0.9894775195821297,0.9890180798031448
ARG,24,0.983531458180325,0.9903242399066935,0.9890180798031448
ARG,25,0.981897891595442,0.9897490053023708,0.9890180798031448
ARG,26,0.9760573665646106,0.9884593272265056,0.9890180798031448
ARG,27,0.9741594433615811,0.9895223166069117,0.9890180798031448
ARG,28,0.9962695771721819,0.9898009216828023,0.9890180798031448
ARG,29T30,0.9902776199401129,0.9898117204264207,0.9890180798031448
ARG,31T33,0.9861336989263917,0.9895252936945235,0.9890180798031448
ARG,35,0.9889679758666148,0.9896398633780162,0.9890180798031448
ARG,36T39,0.9890354744643566,0.9895843924118493,0.9890180798031448
ARG,41T43,0.9891819466820152,0.9893699513908252,0.9890180798031448
ARG,45T47,0.9888767386466053,0.9894770346052099,0.9890180798031448
ARG,49,0.9888875847564431,0.9899126126864654,0.9890180798031448
ARG,50,0.9793213317969934,0.9900625712357244,0.9890180798031448
ARG,51,0.9970438664098329,0.9916950576042408,0.9890180798031448
ARG,52,0.9885843981971244,0.9897291572101081,0.9890180798031448
ARG,53,1.0155613083600992,0.9898889887632474,0.9890180798031448
ARG,55T56,0.9941161102491732,0.9895921827012147,0.9890180798031448
ARG,58T60,1.0034318210127773,0.9906322122395221,0.9890180798031448
ARG,61,0.9982254141506836,0.9898464806373314,0.9890180798031448
ARG,62T63,0.9898238207863184,0.9903490561113119,0.9890180798031448
ARG,64T66,0.9975950084679704,0.9909728317775144,0.9890180798031448
ARG,68,0.9919060585575981,0.9891397714037096,0.9890180798031448
ARG,69T75,0.9925921129540548,0.9901421951471191,0.9890180798031448
ARG,77T82,0.9908176965936886,0.989453413044639,0.9890180798031448
ARG,84,0.9898146930580526,0.9895081725018967,0.9890180798031448
ARG,85,0.9906585942959376,0.9892759002981921,0.9890180798031448
ARG,86T88,0.9894310557954088,0.9893917547525382,0.9890180798031448
ARG,90T93,0.99148514871795,0.9898660211444154,0.9890180798031448
ARG,94T98,0.9898685255679407,0.9895869068764239,0.9890180798031448
AUS,01T02,0.9753502286271095,0.9844942165044915,0.9834224308640063
AUS,03,0.9809888907211072,0.984723270822608,0.9834224308640063
AUS,05T06,0.9754399180477348,0.9840345965684478,0.9834224308640063
AUS,07T08,0.970405506508522,0.9843275449694662,0.9834224308640063
AUS,10T12,0.9809997648911603,0.984507687437476,0.9834224308640063
AUS,13T15,0.9609415044574552,0.9834645461241693,0.9834224308640063
AUS,16,0.9793478031414403,0.9843068297731028,0.9834224308640063
AUS,17T18,0.9858716526969155,0.9845280711966743,0.9834224308640063
AUS,19,0.9884979780606203,0.9846197048228816,0.9834224308640063
AUS,20,1.003512401773848,0.9848886130607568,0.9834224308640063
AUS,21,1.0004221861424283,0.9850490262004535,0.9834224308640063
AUS,22,0.9842437496142402,0.9852328337316164,0.9834224308640063
AUS,23,0.9803706921052725,0.9843555035439165,0.9834224308640063
AUS,24,0.9466868836404018,0.9857967180951558,0.9834224308640063
AUS,25,0.9784980747487687,0.9845477532898301,0.9834224308640063
AUS,26,0.9954872933246116,0.98440520424491,0.9834224308640063
AUS,27,0.9814134936967512,0.9845931914037513,0.9834224308640063
AUS,28,1.0120314533167338,0.9850046304472371,0.9834224308640063
AUS,29T30,1.0024322135905976,0.9854957167479781,0.9834224308640063
AUS,31T33,0.9841063966040823,0.9852378790006528,0.9834224308640063
AUS,35,0.9818052652943414,0.9839631068968554,0.9834224308640063
AUS,36T39,0.9837445462731488,0.9841937319874164,0.9834224308640063
AUS,41T43,0.9831122015781443,0.9842423733865514,0.9834224308640063
AUS,45T47,0.986406269764613,0.9841748082059001,0.9834224308640063
AUS,49,0.9845718931353106,0.9843732903231971,0.9834224308640063
AUS,50,0.9823936902852111,0.9842779423925104,0.9834224308640063
AUS,51,0.9877566156358686,0.9853269043393166,0.9834224308640063
AUS,52,0.983388665578788,0.9840002511716949,0.9834224308640063
AUS,53,0.9876141794516755,0.9843369076687948,0.9834224308640063
AUS,55T56,0.988028071926478,0.9841825877750717,0.9834224308640063
AUS,58T60,1.0098266426754303,0.9851688506133364,0.9834224308640063
AUS,61,0.9876051756192172,0.984503463854711,0.9834224308640063
AUS,62T63,0.9878407002246852,0.9842024103991593,0.9834224308640063
AUS,64T66,0.9864080250949772,0.9838656238499943,0.9834224308640063
AUS,68,0.9840996316974024,0.9837277422168811,0.9834224308640063
AUS,69T75,0.9858736728169397,0.9841991943010849,0.9834224308640063
AUS,77T82,0.9850635222620864,0.9841612718327081,0.9834224308640063
AUS,84,0.9840056199233908,0.983949847062991,0.9834224308640063
AUS,85,0.9802356214729043,0.983896807620984,0.9834224308640063
AUS,86T88,0.9835503145178448,0.9838369629717884,0.9834224308640063
AUS,90T93,0.9836248306201272,0.9841140363647833,0.9834224308640063
AUS,94T98,0.9834625691769108,0.9839019261069022,0.9834224308640063
AUT,01T02,0.9856572412764681,0.9873583272240449,0.986934969124885
AUT,03,0.9886271282894483,0.9875220901806971,0.986934969124885
AUT,05T06,0.9862381390966216,0.9869856221582909,0.986934969124885
AUT,07T08,0.9853952971632195,0.9875483710754434,0.986934969124885
AUT,10T12,0.982345595457727,0.9876630518174545,0.986934969124885
AUT,13T15,0.9751056380434021,0.9870459671260307,0.986934969124885
AUT,16,0.9845764706086322,0.9874289965843654,0.986934969124885
